"lang"
{ 
	"Language" "schinese" 
	"DOTA_Tooltip_ability_item_magic_boots4_helth" 	 "+$health"
			
	"DOTA_Tooltip_ability_item_magic_boots5" 	 "魔力之靴 5"
	"DOTA_Tooltip_ability_item_magic_boots5_Description" 	 "所需等级：%required_level%\n <h1>被动：</h1> 获得相位移动能力"
	"DOTA_Tooltip_ability_item_magic_boots5_bonus_intelligence" 	 "+$int"
	"DOTA_Tooltip_ability_item_magic_boots5_helth" 	 "+$health"
			
//==========			
			
	"DOTA_Tooltip_ability_item_magic_amulet" 	 "魔力之箭"
	"DOTA_Tooltip_ability_item_magic_amulet_Description" 	 "所需级别 %required_level%\n"
	"DOTA_Tooltip_ability_item_magic_amulet_bonus_mana" 	 "法力上限值："
	"DOTA_Tooltip_ability_item_magic_amulet_cooldown_reduction_pct" 	 "%冷却时间减少："
	"DOTA_Tooltip_ability_item_magic_amulet_mana_cost_reduction_pct" 	 "%魔法消耗降低："
			
	"DOTA_Tooltip_ability_item_magic_amulet2" 	 "魔力之箭 2"
	"DOTA_Tooltip_ability_item_magic_amulet2_Description" 	 "所需级别 %required_level%\n"
	"DOTA_Tooltip_ability_item_magic_amulet2_bonus_mana" 	 "法力上限值："
	"DOTA_Tooltip_ability_item_magic_amulet2_cooldown_reduction_pct" 	 "%冷却时间减少："
	"DOTA_Tooltip_ability_item_magic_amulet2_mana_cost_reduction_pct" 	 "%魔法消耗降低："
			
	"DOTA_Tooltip_ability_item_magic_amulet3" 	 "魔力之箭 3"
	"DOTA_Tooltip_ability_item_magic_amulet3_Description" 	 "所需级别 %required_level%\n"
	"DOTA_Tooltip_ability_item_magic_amulet3_bonus_mana" 	 "法力上限值："
	"DOTA_Tooltip_ability_item_magic_amulet3_cooldown_reduction_pct" 	 "%冷却时间减少："
	"DOTA_Tooltip_ability_item_magic_amulet3_mana_cost_reduction_pct" 	 "%魔法消耗降低："

	"DOTA_Tooltip_ability_item_magic_amulet4" 	 "魔力之箭 4"
	"DOTA_Tooltip_ability_item_magic_amulet4_Description" 	 "所需级别 %required_level%\n"
	"DOTA_Tooltip_ability_item_magic_amulet4_bonus_mana" 	 "法力上限值："
	"DOTA_Tooltip_ability_item_magic_amulet4_cooldown_reduction_pct" 	 "%冷却时间减少："
	"DOTA_Tooltip_ability_item_magic_amulet4_mana_cost_reduction_pct" 	 "%魔法消耗降低："

	"DOTA_Tooltip_ability_item_magic_amulet5" 	 "魔力之箭 5"
	"DOTA_Tooltip_ability_item_magic_amulet5_Description" 	 "所需级别 %required_level%\n"
	"DOTA_Tooltip_ability_item_magic_amulet5_bonus_mana" 	 "法力上限值："
	"DOTA_Tooltip_ability_item_magic_amulet5_cooldown_reduction_pct" 	 "%冷却时间减少："
	"DOTA_Tooltip_ability_item_magic_amulet5_mana_cost_reduction_pct" 	 "%魔法消耗降低："
			
//==========

	"DOTA_Tooltip_ability_item_magic_soul" 	 "魔力之魂"
	"DOTA_Tooltip_ability_item_magic_soul_Description" 	 "所需等级：%required_level%"
	"DOTA_Tooltip_ability_item_magic_soul_bonus_intelligence" 	 "+$int"
	"DOTA_Tooltip_ability_item_magic_soul_cooldown_reduction_pct" 	 "光环冷却缩减："
	"DOTA_Tooltip_ability_item_magic_soul_aura_mana_regen" 	 "光环魔法恢复："
	"DOTA_Tooltip_ability_item_magic_soul_radius" 	 "半径："

	"DOTA_Tooltip_ability_item_magic_soul2" 	 "魔力之魂 2"
	"DOTA_Tooltip_ability_item_magic_soul2_Description" 	 "所需等级：%required_level%"
	"DOTA_Tooltip_ability_item_magic_soul2_bonus_intelligence" 	 "+$int"
	"DOTA_Tooltip_ability_item_magic_soul2_cooldown_reduction_pct" 	 "光环冷却缩减："
	"DOTA_Tooltip_ability_item_magic_soul2_aura_mana_regen" 	 "光环魔法恢复："
	"DOTA_Tooltip_ability_item_magic_soul2_radius" 	 "半径："

	"DOTA_Tooltip_ability_item_magic_soul3" 	 "魔力之魂 3"
	"DOTA_Tooltip_ability_item_magic_soul3_Description" 	 "所需等级：%required_level%"
	"DOTA_Tooltip_ability_item_magic_soul3_bonus_intelligence" 	 "+$int"
	"DOTA_Tooltip_ability_item_magic_soul3_cooldown_reduction_pct" 	 "光环冷却缩减："
	"DOTA_Tooltip_ability_item_magic_soul3_aura_mana_regen" 	 "光环魔法恢复："
	"DOTA_Tooltip_ability_item_magic_soul3_radius" 	 "半径："

	"DOTA_Tooltip_ability_item_magic_soul4" 	 "魔力之魂 4"
	"DOTA_Tooltip_ability_item_magic_soul4_Description" 	 "所需等级：%required_level%"
	"DOTA_Tooltip_ability_item_magic_soul4_bonus_intelligence" 	 "+$int"
	"DOTA_Tooltip_ability_item_magic_soul4_cooldown_reduction_pct" 	 "光环冷却缩减："
	"DOTA_Tooltip_ability_item_magic_soul4_aura_mana_regen" 	 "光环魔法恢复："
	"DOTA_Tooltip_ability_item_magic_soul4_radius" 	 "半径："

	"DOTA_Tooltip_ability_item_magic_soul5" 	 "魔力之魂 5"
	"DOTA_Tooltip_ability_item_magic_soul5_Description" 	 "所需等级：%required_level%"
	"DOTA_Tooltip_ability_item_magic_soul5_bonus_intelligence" 	 "+$int"
	"DOTA_Tooltip_ability_item_magic_soul5_cooldown_reduction_pct" 	 "光环冷却缩减："
	"DOTA_Tooltip_ability_item_magic_soul5_aura_mana_regen" 	 "光环魔法恢复："
	"DOTA_Tooltip_ability_item_magic_soul5_radius" 	 "半径："

//==========

	"DOTA_Tooltip_ability_item_critical_ring" 	 "魔力指环"
	"DOTA_Tooltip_ability_item_critical_ring_Description" 	 "需要等级 %required_level%\n 让你造成更高的魔法伤害！同时有几率触发法术暴击效果！"
	"DOTA_Tooltip_ability_item_critical_ring_bonus_int" 	 "+$int"
	"DOTA_Tooltip_ability_item_critical_ring_bonus_hpregen" 	 "+$hp_regen"
	"DOTA_Tooltip_ability_item_critical_ring_bonus_mana" 	 "+$mana"
	"DOTA_Tooltip_ability_item_critical_ring_bonus_spellamp" 	 "技能增强："
	"DOTA_Tooltip_ability_item_critical_ring_chance" 	 "法术暴击几率："
		
	"DOTA_Tooltip_ability_item_critical_ring2" 	 "魔力指环 2"
	"DOTA_Tooltip_ability_item_critical_ring2_Description" 	 "需要等级 %required_level%\n 让你造成更高的魔法伤害！同时有几率触发法术暴击效果！"
	"DOTA_Tooltip_ability_item_critical_ring2_bonus_int" 	 "+$int"
	"DOTA_Tooltip_ability_item_critical_ring2_bonus_hpregen" 	 "+$hp_regen"
	"DOTA_Tooltip_ability_item_critical_ring2_bonus_mana" 	 "+$mana"
	"DOTA_Tooltip_ability_item_critical_ring2_bonus_spellamp" 	 "技能增强："
	"DOTA_Tooltip_ability_item_critical_ring2_chance" 	 "法术暴击几率："
	
	"DOTA_Tooltip_ability_item_critical_ring3" 	 "魔力指环 3"
	"DOTA_Tooltip_ability_item_critical_ring3_Description" 	 "需要等级 %required_level%\n 让你造成更高的魔法伤害！同时有几率触发法术暴击效果！"
	"DOTA_Tooltip_ability_item_critical_ring3_bonus_int" 	 "+$int"
	"DOTA_Tooltip_ability_item_critical_ring3_bonus_hpregen" 	 "+$hp_regen"
	"DOTA_Tooltip_ability_item_critical_ring3_bonus_mana" 	 "+$mana"
	"DOTA_Tooltip_ability_item_critical_ring3_bonus_spellamp" 	 "技能增强："
	"DOTA_Tooltip_ability_item_critical_ring3_chance" 	 "法术暴击几率："
			
	"DOTA_Tooltip_ability_item_critical_ring4" 	 "魔力指环 4"
	"DOTA_Tooltip_ability_item_critical_ring4_Description" 	 "需要等级 %required_level%\n 让你造成更高的魔法伤害！同时有几率触发法术暴击效果！"
	"DOTA_Tooltip_ability_item_critical_ring4_bonus_int" 	 "+$int"
	"DOTA_Tooltip_ability_item_critical_ring4_bonus_hpregen" 	 "+$hp_regen"
	"DOTA_Tooltip_ability_item_critical_ring4_bonus_mana" 	 "+$mana"
	"DOTA_Tooltip_ability_item_critical_ring4_bonus_spellamp" 	 "技能增强："
	"DOTA_Tooltip_ability_item_critical_ring4_chance" 	 "法术暴击几率："

	"DOTA_Tooltip_ability_item_critical_ring5" 	 "魔力指环 5"
	"DOTA_Tooltip_ability_item_critical_ring5_Description" 	 "需要等级 %required_level%\n 让你造成更高的魔法伤害！同时有几率触发法术暴击效果！"
	"DOTA_Tooltip_ability_item_critical_ring5_bonus_int" 	 "+$int"
	"DOTA_Tooltip_ability_item_critical_ring5_bonus_hpregen" 	 "+$hp_regen"
	"DOTA_Tooltip_ability_item_critical_ring5_bonus_mana" 	 "+$mana"
	"DOTA_Tooltip_ability_item_critical_ring5_bonus_spellamp" 	 "技能增强："
	"DOTA_Tooltip_ability_item_critical_ring5_chance" 	 "法术暴击几率："
			
//==========			
			
	"DOTA_Tooltip_ability_item_dark_mist" 	 "黑暗迷雾"
	"DOTA_Tooltip_ability_item_dark_mist_Description" 	 "需要等级：%required_level%\n <h1>主动：迷雾</h1>在 %active_duration% 秒内，创建一个迷雾护盾来阻挡 %incom_damage%% 的伤害，并提高 %active_hp_regen%% 的治疗效果和%active_mana_regen%%的法力回复效果。<br><br>半径：%aura_radius%"
	"DOTA_Tooltip_ability_item_dark_mist_bonus_mana" 	 "+$mana"
	"DOTA_Tooltip_ability_item_dark_mist_bonus_int" 	 "+$int"
	"DOTA_Tooltip_ability_item_dark_mist_active_duration" 	 "持续时间："

	"DOTA_Tooltip_ability_item_dark_mist2" 	 "黑暗迷雾 2"
	"DOTA_Tooltip_ability_item_dark_mist2_Description" 	 "需要等级：%required_level%\n <h1>主动：迷雾</h1>在 %active_duration% 秒内，创建一个迷雾护盾来阻挡 %incom_damage%% 的伤害，并提高 %active_hp_regen%% 的治疗效果和%active_mana_regen%%的法力回复效果。<br><br>半径：%aura_radius%"
	"DOTA_Tooltip_ability_item_dark_mist2_bonus_mana" 	 "+$mana"
	"DOTA_Tooltip_ability_item_dark_mist2_bonus_int" 	 "+$int"
	"DOTA_Tooltip_ability_item_dark_mist2_active_duration" 	 "持续时间："

	"DOTA_Tooltip_ability_item_dark_mist3" 	 "黑暗迷雾 3"
	"DOTA_Tooltip_ability_item_dark_mist3_Description" 	 "需要等级：%required_level%\n <h1>主动：迷雾</h1>在 %active_duration% 秒内，创建一个迷雾护盾来阻挡 %incom_damage%% 的伤害，并提高 %active_hp_regen%% 的治疗效果和%active_mana_regen%%的法力回复效果。<br><br>半径：%aura_radius%"
	"DOTA_Tooltip_ability_item_dark_mist3_bonus_mana" 	 "+$mana"
	"DOTA_Tooltip_ability_item_dark_mist3_bonus_int" 	 "+$int"
	"DOTA_Tooltip_ability_item_dark_mist3_active_duration" 	 "持续时间："

	"DOTA_Tooltip_ability_item_dark_mist4" 	 "黑暗迷雾 4"
	"DOTA_Tooltip_ability_item_dark_mist4_Description" 	 "需要等级：%required_level%\n <h1>主动：迷雾</h1>在 %active_duration% 秒内，创建一个迷雾护盾来阻挡 %incom_damage%% 的伤害，并提高 %active_hp_regen%% 的治疗效果和%active_mana_regen%%的法力回复效果。<br><br>半径：%aura_radius%"
	"DOTA_Tooltip_ability_item_dark_mist4_bonus_mana" 	 "+$mana"
	"DOTA_Tooltip_ability_item_dark_mist4_bonus_int" 	 "+$int"
	"DOTA_Tooltip_ability_item_dark_mist4_active_duration" 	 "持续时间："

	"DOTA_Tooltip_ability_item_dark_mist5" 	 "黑暗迷雾 5"
	"DOTA_Tooltip_ability_item_dark_mist5_Description" 	 "需要等级：%required_level%\n <h1>主动：迷雾</h1>在 %active_duration% 秒内，创建一个迷雾护盾来阻挡 %incom_damage%% 的伤害，并提高 %active_hp_regen%% 的治疗效果和%active_mana_regen%%的法力回复效果。<br><br>半径：%aura_radius%"
	"DOTA_Tooltip_ability_item_dark_mist5_bonus_mana" 	 "+$mana"
	"DOTA_Tooltip_ability_item_dark_mist5_bonus_int" 	 "+$int"
	"DOTA_Tooltip_ability_item_dark_mist5_active_duration" 	 "持续时间："

//==========

	"DOTA_Tooltip_ability_item_god_tribute" 	 "神之恩典"
	"DOTA_Tooltip_ability_item_god_tribute_Description" 	 "需要 %required_level%\n\n<h1>被动：上帝的贡品</h1>以 %rupture_chance%% 的几率对被攻击的敌人造成 200 魔法伤害。它还有 %refresh_pct%%% 的几率刷新你上一个使用的技能的冷却时间！"
	"DOTA_Tooltip_ability_item_god_tribute_bonus_intellect" 	 "+$int"
	"DOTA_Tooltip_ability_item_god_tribute_mana_regen_sec" 	 "法力上限回复："
			
	"DOTA_Tooltip_ability_item_god_tribute2" 	 "神之恩典 2"
	"DOTA_Tooltip_ability_item_god_tribute2_Description" 	 "需要 %required_level%\n\n<h1>被动：上帝的贡品</h1>以 %rupture_chance%% 的几率对被攻击的敌人造成 200 魔法伤害。它还有 %refresh_pct%%% 的几率刷新你上一个使用的技能的冷却时间！"
	"DOTA_Tooltip_ability_item_god_tribute2_bonus_intellect" 	 "+$int"
	"DOTA_Tooltip_ability_item_god_tribute2_mana_regen_sec" 	 "法力上限回复："
			
	"DOTA_Tooltip_ability_item_god_tribute3" 	 "神之恩典 3"
	"DOTA_Tooltip_ability_item_god_tribute3_Description" 	 "需要 %required_level%\n\n<h1>被动：上帝的贡品</h1>以 %rupture_chance%% 的几率对被攻击的敌人造成 200 魔法伤害。它还有 %refresh_pct%%% 的几率刷新你上一个使用的技能的冷却时间！"
	"DOTA_Tooltip_ability_item_god_tribute3_bonus_intellect" 	 "+$int"
	"DOTA_Tooltip_ability_item_god_tribute3_mana_regen_sec" 	 "法力上限回复："
			
	"DOTA_Tooltip_ability_item_god_tribute4" 	 "神之恩典 4"
	"DOTA_Tooltip_ability_item_god_tribute4_Description" 	 "需要 %required_level%\n\n<h1>被动：上帝的贡品</h1>以 %rupture_chance%% 的几率对被攻击的敌人造成 200 魔法伤害。它还有 %refresh_pct%%% 的几率刷新你上一个使用的技能的冷却时间！"
	"DOTA_Tooltip_ability_item_god_tribute4_bonus_intellect" 	 "+$int"
	"DOTA_Tooltip_ability_item_god_tribute4_mana_regen_sec" 	 "法力上限回复："

	"DOTA_Tooltip_ability_item_god_tribute5" 	 "神之恩典 5"
	"DOTA_Tooltip_ability_item_god_tribute5_Description" 	 "需要 %required_level%\n\n<h1>被动：上帝的贡品</h1>以 %rupture_chance%% 的几率对被攻击的敌人造成 200 魔法伤害。它还有 %refresh_pct%%% 的几率刷新你上一个使用的技能的冷却时间！"
	"DOTA_Tooltip_ability_item_god_tribute5_bonus_intellect" 	 "+$int"
	"DOTA_Tooltip_ability_item_god_tribute5_mana_regen_sec" 	 "法力上限回复："

//================================================================================================CREEPS================================================================================================			
		
	"npc_dota_hero_dado" 	 "Dado"
	"npc_dota_hero_triss" 	 "特莉丝"
	"npc_dota_hero_medusa" 	 "美杜莎"
			
	"box" 	 "隐藏的宝藏"
	"box_shadow" 	 "隐藏的宝藏"
	"box_mini1" 	 "隐藏的宝藏"
	"box2" 	 "隐藏的宝藏"
	"box3" 	 "隐藏的宝藏"
	"box4" 	 "隐藏的宝藏"
	"box5" 	 "隐藏的宝藏"
	"box7" 	 "隐藏的宝藏"
	"box8" 	 "隐藏的宝藏"
	"minibox" 	 "隐藏的宝藏"
	"guard" 	 "警卫"
	"medusa" 	 "蜘蛛女王"
	"Lord" 	 "黑暗领主"
	"NYX" 	 "圣甲虫王"
	"NYX_2" 	 "圣甲虫兄弟"
	"npc_trap_visage" 	 "酸"
	"undying" 	 "不死的"
	"tank" 	 "坦克"
	"npc_slardar_unit" 	 "鱼人"
	"npc_boss_monkey_king" 	 "猴王"
	"encha" 	 "树妖"
	"small_hellbear" 	 "灰熊"
	"npc_dota_crate2" 	 "盒子"
	"npc_lifestealer" 	 "游戏"
	"warlock" 	 "术士"
	"batr" 	 "鹰身女妖"
	"big_bear" 	 "玩具熊"
	"npc_forest" 	 "矿工"
	"npc_dota_creature_hellbear" 	 "好的"
	"npc_dota_creature_small_hellbear" 	 "小熊"
	"npc_dota_creature_dire_hound" 	 "狗"
	"npc_dota_creature_dire_hound_boss" 	 "领导者"
	"npc_dota_creature_big_bear" 	 "球"
	"forest_zombie" 	 "僵尸"
	"forest_fat_zombie" 	 "吉尔迪亚"
	"forest_fat_zombie2" 	 "吉尔迪亚"
	"forest_fat_zombie3" 	 "吉尔迪亚"
	"forest_fat_zombie4" 	 "吉尔迪亚"
	"forest_fat_zombie5" 	 "吉尔迪亚"
	"forest_fat_zombie6" 	 "吉尔迪亚"
	"npc_dota_crate" 	 "盒子"
	"boss_undying" 	 "不朽尸王"
	"TUSK" 	 "冰拳"
	"CRYSTAL" 	 "雪花"
	"apparat" 	 "冰"
	"lich" 	 "冰恶魔"
	"npc_boss_fura" 	 "森林守护者"
	"hound_boss" 	 "冰原狼"
	"white_walker" 	 "异鬼"
	"treant" 	 "猴面包树"
	"npc_blob" 	 "斑点"
	"morf" 	 "液体"
	"npc_dota_creature_large_ogre_seal" 	 "变异海象"
	"mirana" 	 "月亮公主"
	"npc_dota_creature_storegga" 	 "大鹅卵石"
	"npc_boss_slardar" 	 "海卫一"
	"Skeleton" 	 "骨骼"
	"npc_snow" 	 "羊"
	"npc_snow2" 	 "羊"
	"npc_snow3" 	 "羊"
	"icespider" 	 "冰块"
	"troll_high_priest" 	 "巨魔"
	"satyr_hellcaller" 	 "地狱色狼"
	"satyr_soulstealer" 	 "讽刺贡献者"
	"npc_treasure_chest" 	 "玩笑"
	"spider_jump" 	 "蜘蛛侠"
	"npc_dota_creature_spider_small" 	 "蜘蛛"
	"phen" 	 "凤凰"
	"Pudge" 	 "屠夫"
	"npc_boss_zeus" 	 "宙斯"
	"medusa_ward" 	 "瘟疫病房"
	"npc_stone_spire" 	 "小石头"
	"npc_dota_clinkz_skeleton_archer_frostivus2018" 	 "骷髅弓手"
	"necrolyte" 	 "死灵"
	"cher" 	 "亲爱的"
	"PA_boss" 	 "刺客"
	"npc_dota_creature_gaven_the_brute" 	 "石头人"
	"npc_dota_gaven_stone" 	 "石头偶像"
	"npc_dota_creature_snow" 	 "雪魔"
			
	"pet0" 	 "木乃伊"
	"pet1" 	 "木乃伊"
	"pet2" 	 "木乃伊"
	"pet3" 	 "木乃伊"
	"pet4" 	 "木乃伊"
			
	"DOTA_Tooltip_ability_item_pet_podbiratel" 	 "召唤木乃伊卷轴"
	"DOTA_Tooltip_ability_item_pet_podbiratel_Description" 	 "木乃伊给你捡骨头和碎片。"
			
	"stenka" 	 "1"
	"npc_skelets" 	 "骨骼"
			
//================================================================================================ADMINISTRATION================================================================================================	

	"DOTA_Tooltip_ability_admin_lua" 	 "行政"
	"DOTA_Tooltip_modifier_admin_lua" 	 "行政"
	"DOTA_Tooltip_modifier_admin_lua_Description" 	 "由 xDes 创建"
	"DOTA_Tooltip_modifier_admin_lua_lifesteal" 	 "管理员光环"
	"DOTA_Tooltip_modifier_admin_lua_lifesteal_Description" 	 "创作者奖金适用于您！"
				
	"DOTA_Tooltip_modifier_tester_lua" 	 "<font color='#6661ff'>测试者光环</font>"
	"DOTA_Tooltip_modifier_tester_lua_Description" 	 "<font color='#6661ff'>由 xDes 创建</font>"
			
	"DOTA_Tooltip_modifier_best_lua" 	 "<font color='#00ff48'>最佳球员</font>"
	"DOTA_Tooltip_modifier_best_lua_Description" 	 "<font color='#00ff48'>+10 所有属性，+3 护甲，+3 HP 恢复，+3 MP 恢复，+10 额外攻击力，+10% 生命偷取</font>"
		
	"DOTA_Tooltip_ability_Best_player" 	 "最佳球员"
	"DOTA_Tooltip_modifier_Best_player_general_aura" 	 "最佳球员"
	"DOTA_Tooltip_modifier_Best_player_general_aura_Description" 	 "最佳球员！"
	"DOTA_Tooltip_ability_Best_player_bonus_all_stats" 	 "+奖金所有统计"
	"DOTA_Tooltip_ability_Best_player_bonus_armor" 	 "+奖金护甲"
	"DOTA_Tooltip_ability_Best_player_hp_regen" 	 "+奖金 HP RAIN"
	"DOTA_Tooltip_ability_Best_player_mana_regen_aura" 	 "+奖励 MP 回复"
	"DOTA_Tooltip_ability_Best_player_damage_aura" 	 "+奖金 DMG"
	"DOTA_Tooltip_ability_Best_player_vampiric_aura" 	 "+%生命偷取"
			
//========================================================================================================================================================================================================
//========================================================================================HERO ABILITIES==================================================================================================
//========================================================================================================================================================================================================

//===============================================================================================ARK===========================================================================================

	"DOTA_Tooltip_ability_arc_flux_lua" 	 "乱流"
	"DOTA_Tooltip_ability_arc_flux_lua_description" 	 "释放不稳定的能量，使英雄半径范围内的敌方生物减速。"
	"DOTA_Tooltip_ability_arc_flux_lua_radius" 	 "半径："
	"DOTA_Tooltip_ability_arc_flux_lua_movespeed" 	 "%移动速度减缓："
	"DOTA_Tooltip_ability_arc_flux_lua_attackspeed" 	 "攻击速度减慢："
	"DOTA_Tooltip_ability_arc_flux_lua_duration" 	 "持续时间："
		
	"DOTA_Tooltip_ability_arc_warden_magnetic_field_lua" 	 "磁场"
	"DOTA_Tooltip_ability_arc_warden_magnetic_field_lua_Description" 	 "创造一个圆形磁场，使其中的英雄和建筑能够躲避来自外部的所有攻击，并提高攻击速度。"
	"DOTA_Tooltip_ability_arc_warden_magnetic_field_lua_shard_description" 	 "力场将施法时的敌人推回去，并使盟友 +20%% 魔法抗性。"
	"DOTA_Tooltip_ability_arc_warden_magnetic_field_lua_Lore" 	 "时间和空间对像泽斯这样的远古存在来说并不重要。"
	"DOTA_Tooltip_ability_arc_warden_magnetic_field_lua_radius" 	 "视野半径："
	"DOTA_Tooltip_ability_arc_warden_magnetic_field_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_arc_warden_magnetic_field_lua_attack_speed_bonus" 	 "攻击速度提升："
	"DOTA_Tooltip_ability_arc_warden_magnetic_field_lua_evasion_chance" 	 "%闪避提升："
		
	"DOTA_Tooltip_ability_ark_spark_lua" 	 "幽魂"
	"DOTA_Tooltip_ability_ark_spark_lua_description" 	 "召唤幽灵般的火花攻击小范围内的敌人。"
	"DOTA_Tooltip_ability_ark_spark_lua_radius" 	 "半径："
	"DOTA_Tooltip_ability_ark_spark_lua_damage" 	 "基础伤害："
		
	"DOTA_Tooltip_ability_arc_geminate_attack" 	 "电弧连击"
	"DOTA_Tooltip_ability_arc_geminate_attack_description" 	 "允许英雄攻击时进行一次额外的攻击。额外的攻击造成额外伤害。"
	"DOTA_Tooltip_ability_arc_geminate_attack_tooltip_attack" 	 "额外攻击次数："
	"DOTA_Tooltip_ability_arc_geminate_attack_bonus_damage" 	 "攻击力提升："
			
	"DOTA_Tooltip_ability_npc_dota_hero_arc_warden_str8" 	 "乱流减速效果*3"
	"DOTA_Tooltip_ability_npc_dota_hero_arc_warden_str9" 	 "电弧连击 攻击力加成 x2"
	"DOTA_Tooltip_ability_npc_dota_hero_arc_warden_agi9" 	 "+1 电弧连击 攻击"
	"DOTA_Tooltip_ability_npc_dota_hero_arc_warden_int9" 	 "幽魂攻击范围内的所有敌人"
		
//===============================================================================================AXE===============================================================================================
		
	"DOTA_Tooltip_ability_axe_berserkers_call_lua" 	 "狂战士之吼"
	"DOTA_Tooltip_ability_axe_berserkers_call_lua_Description" 	 "英雄挑衅附近的敌人攻击他，并在持续时间内获得护甲加成。"
	"DOTA_Tooltip_ability_axe_berserkers_call_lua_radius" 	 "半径："
	"DOTA_Tooltip_ability_axe_berserkers_call_lua_bonus_armor" 	 "额外护甲："
	"DOTA_Tooltip_ability_axe_berserkers_call_lua_duration" 	 "持续时间："
		
	"DOTA_Tooltip_ability_axe_counter_helix_lua" 	 "反击螺旋"
	"DOTA_Tooltip_ability_axe_counter_helix_lua_Description" 	 "英雄有几率对敌人的攻击作出反击，对周围的所有敌人造成真实伤害。"
	"DOTA_Tooltip_ability_axe_counter_helix_lua_damage" 	 "伤害："
	"DOTA_Tooltip_ability_axe_counter_helix_lua_radius" 	 "半径："
	"DOTA_Tooltip_ability_axe_counter_helix_lua_trigger_chance" 	 "%CHANCE 反击："
	"DOTA_Tooltip_ability_axe_counter_helix_lua_cooldown" 	 "冷却时间："
		
	"DOTA_Tooltip_ability_axe_blood_lua" 	 "强壮体格"
	"DOTA_Tooltip_ability_axe_blood_lua_Description" 	 "在无尽的战斗中，斧王强壮的身体会增加生命恢复和护甲。"
	"DOTA_Tooltip_ability_axe_blood_lua_bonus_health_regen" 	 "%生命恢复："
	"DOTA_Tooltip_ability_axe_blood_lua_mag_armor" 	 "% 魔法抗性加成："
		
	"DOTA_Tooltip_ability_axe_enrage_lua" 	 "暴怒"
	"DOTA_Tooltip_ability_axe_enrage_lua_Description" 	 "斧王暴怒，获得伤害格挡效果并增加他的力量。移除所有减益效果。\n\n显示类型：强"
	"DOTA_Tooltip_ability_axe_enrage_lua_damage_reduction" 	 "％减少伤害："
	"DOTA_Tooltip_ability_axe_enrage_lua_bonus_str" 	 "%额外力量："
	"DOTA_Tooltip_ability_axe_enrage_lua_duration" 	 "持续时间："
		
	"DOTA_Tooltip_ability_npc_dota_hero_axe_2" 	 "狂战士之吼期间100%触发反击螺旋"
	"DOTA_Tooltip_ability_npc_dota_hero_axe_3" 	 "暴怒力量加成X2"
	"DOTA_Tooltip_ability_npc_dota_hero_axe_4" 	 "在暴怒效果下，英雄获得分裂效果"
	"DOTA_Tooltip_ability_npc_dota_hero_axe_5" 	 "攻击时也可以触发反击螺旋"
		
//===============================================================================================LEGION============================================================================================

	"DOTA_Tooltip_ability_legion_odds" 	 "压倒性优势"
	"DOTA_Tooltip_ability_legion_odds_description" 	 "将敌人的数量优势反抗自身，对英雄 %radius% 范围内的所有敌人造成伤害，英雄每击中一个敌人就会获得一个增益"
	"DOTA_Tooltip_ability_legion_odds_damage" 	 "伤害："
	"DOTA_Tooltip_ability_legion_odds_armor" 	 "每个敌人获得护甲："
	"DOTA_Tooltip_ability_legion_odds_hp_regen" 	 "每个敌人获得生命恢复："
	"DOTA_Tooltip_ability_legion_odds_duration" 	 "持续时间："
		
	"DOTA_Tooltip_ability_legion_press_the_attack" 	 "强攻"
	"DOTA_Tooltip_ability_legion_press_the_attack_description" 	 "移除盟友目标的所有减益效果并短暂提高他们的攻击速度和生命恢复速度。"
	"DOTA_Tooltip_ability_legion_press_the_attack_regen" 	 "生命恢复："
	"DOTA_Tooltip_ability_legion_press_the_attack_attack_speed" 	 "额外攻击速度："
	"DOTA_Tooltip_ability_legion_press_the_attack_duration" 	 "持续时间："
		
	"DOTA_Tooltip_ability_legion_courage" 	 "勇气之霎"
	"DOTA_Tooltip_ability_legion_courage_description" 	 "可以立即反击敌人的攻击，并获得额外的吸血效果。"
	"DOTA_Tooltip_ability_legion_courage_trigger_chance" 	 "%反击几率："
	"DOTA_Tooltip_ability_legion_courage_damage" 	 "%吸血："
		
	"DOTA_Tooltip_ability_legion_ult" 	 "无尽杀戮"
	"DOTA_Tooltip_ability_legion_ult_description" 	 "特蕾丝丁会不断地获得攻击力。"
	"DOTA_Tooltip_ability_legion_ult_bonus_damage" 	 "攻击力加成："
	"DOTA_Tooltip_ability_legion_ult_shag" 	 "秒间隔："

	"DOTA_Tooltip_ability_npc_dota_hero_legion_commander_tal1" 	 "+150 damage Overwhelming Odds"
	"DOTA_Tooltip_ability_npc_dota_hero_legion_commander_str10" 	 "强攻 350范围内有效"
	"DOTA_Tooltip_ability_npc_dota_hero_legion_commander_agi6" 	 "无尽杀戮攻击加成增加1"
	"DOTA_Tooltip_ability_npc_dota_hero_legion_commander_agi11" 	 "+50% 勇气之霎触发几率"
		
//===============================================================================================DROW RANGER===================================================================================

	"DOTA_Tooltip_ability_drow_ranger_frost_arrows_lua" 	 "冰霜之箭"
	"DOTA_Tooltip_ability_drow_ranger_frost_arrows_lua_description" 	 "为英雄的攻击添加冰冻效果，使目标的移动速度减慢 1.5 秒。"
